nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
-0.371813267,0.024141431,0.004313378,-0.396835923,-0.114288673,-0.081896156,-0.452549905,-0.123157986,0.241746128,-0.419004381,0.138250068,-0.156077057,-0.412644744,0.152817637,0.241383567,-0.45513469,0.35006088,-0.037103463,-0.453876972,0.381325483,0.203356594,-0.004340457,0.006108417,-0.073334746,7.73E-05,-0.008848819,0.075327829,0.086174726,0.396802425,-0.141150951,0.048308861,0.322115481,0.073033325,0.463054806,0.357598424,-0.053650916,0.439386696,0.361874729,0.180813238
0.295392036,0.039092951,-0.317208976,0.401082814,-0.083445795,-0.147545576,0.300922632,-0.06239371,-0.298276454,0.460025519,0.154551372,-0.087933436,0.272984236,0.210283682,-0.368359208,0.507028878,0.347146094,-0.03911183,0.394994199,0.385121763,-0.367915452,0.060595598,0.005563809,0.099383891,-0.053895667,-0.004268529,-0.096316867,0.065679297,0.389867842,0.017420243,-0.00354958,0.401151806,-0.208302841,-0.237790257,0.358188659,0.291064709,-0.335997671,0.31907928,0.086194046
-0.425198197,0.060858972,0.019006588,-0.413309216,-0.074271694,-0.067917079,-0.451721698,-0.088080809,0.246487051,-0.451449215,0.160170317,-0.13645117,-0.400635988,0.180428475,0.233596116,-0.491117537,0.363158911,-0.013775359,-0.465501547,0.418756545,0.170667753,-0.007157548,0.008009448,-0.069707997,0.001599124,-0.010307327,0.072230861,0.017497791,0.367453307,-0.107247338,0.035293803,0.324552745,0.072640814,0.388009965,0.344266474,-0.014937207,0.403569013,0.387256086,0.164337412
-0.429872721,0.093723372,-0.044342984,-0.426585376,-0.032173969,-0.13143453,-0.520314217,-0.049846545,0.18552433,-0.446908891,0.208087772,-0.203039855,-0.486241311,0.177122846,0.180427641,-0.493281156,0.385484189,-0.074735887,-0.509578288,0.405946016,0.113627099,0.014125099,0.011220835,-0.078629419,-0.019774687,-0.012468378,0.080511317,0.0685561,0.400803596,-0.141084969,-0.005096057,0.334154546,0.09671811,0.455281764,0.354803294,-0.030083472,0.392629445,0.33766827,0.206312865
0.372897595,0.058699653,-0.092834279,0.401973277,-0.036172457,0.121431455,0.443576396,-0.071012788,-0.116973758,0.42639032,0.227021366,0.168943882,0.340373755,0.171220616,-0.214636818,0.436769992,0.427441925,0.204078481,0.386906087,0.357561558,-0.202558085,0.010599545,0.013371995,0.113501802,-0.004664738,-0.010906613,-0.110145956,-0.008237995,0.382623792,0.059883114,0.052955791,0.405605614,-0.181772187,-0.352867305,0.422839552,0.173669174,-0.341139764,0.365339845,-0.014429914
-0.493301451,0.087039247,-0.081848763,-0.430426717,-0.068216093,-0.177276701,-0.517569482,-0.069612831,0.177954391,-0.45451957,0.178139403,-0.249817669,-0.461729318,0.170837969,0.186958015,-0.502829134,0.379613101,-0.130038455,-0.506558299,0.404227167,0.112747721,0.012085669,0.006368637,-0.079765916,-0.017882653,-0.007682228,0.080519609,0.058857821,0.397640079,-0.143602997,-0.028724274,0.343958706,0.109360814,0.436716914,0.363124639,-0.009233237,0.390762597,0.375585049,0.240877882
0.39034763,0.034136251,-0.251097351,0.434202671,-0.082950354,-0.071853384,0.383414954,-0.027976751,-0.254416227,0.468014151,0.178220272,-0.00369471,0.327560306,0.253105491,-0.325490564,0.453699827,0.384608299,0.051163718,0.373711765,0.459051073,-0.312209815,0.047578827,-0.003344791,0.114481635,-0.041593235,0.005234025,-0.112376682,0.030813174,0.387619942,0.147177845,-0.014962133,0.40562737,-0.134793669,-0.267407358,0.343755066,0.392248064,-0.348267734,0.316839963,0.127152398
0.364050865,0.039671555,-0.045095518,0.427992046,-0.030113336,0.125090301,0.454408616,-0.03962563,-0.077198237,0.496100992,0.218939036,0.166895404,0.417809933,0.205921307,-0.176036596,0.538684368,0.404429823,0.206936523,0.504394472,0.361648351,-0.134233072,0.012462529,0.010428533,0.113384061,-0.006252949,-0.007529301,-0.109595612,0.028615568,0.376399606,0.068232052,0.100170068,0.373685032,-0.150974169,-0.303575814,0.415818363,0.22501491,-0.278581887,0.358017832,0.022239588
0.352440178,0.05504002,-0.016426258,0.380744785,-0.039894011,0.179873228,0.459105253,-0.048706487,-0.040520236,0.44339174,0.224134043,0.205693871,0.395762831,0.177463219,-0.144845009,0.46875599,0.447441697,0.246075451,0.429167926,0.367787659,-0.14070648,-0.011417125,0.008002044,0.110915802,0.018333301,-0.005218954,-0.108031973,-0.051657427,0.410042197,0.065560922,0.050639249,0.404768288,-0.155461341,-0.400798976,0.448460937,0.141621739,-0.347101212,0.354383826,-0.019241184
0.373147666,0.046561822,0.007270854,0.372502238,-0.033125229,0.168242216,0.450201035,-0.023628347,-0.000846622,0.40830189,0.211128816,0.190220639,0.421847761,0.214462504,-0.115091637,0.471491039,0.412610441,0.235665768,0.533035457,0.369088441,-0.097892314,-0.004607036,0.007748218,0.099622175,0.011058448,-0.004241502,-0.096212015,-0.104896009,0.383061647,0.060526323,-0.015394888,0.398042589,-0.130883738,-0.430779725,0.416527182,0.154715449,-0.413862348,0.360393047,-0.023963533
0.418150306,0.02204385,-0.25089252,0.426938802,-0.102491155,-0.060339577,0.37920323,-0.037500616,-0.239137456,0.49631691,0.150378972,0.003870694,0.345000029,0.239035025,-0.312473267,0.491605908,0.359525979,0.056800257,0.400340378,0.438841611,-0.292528361,0.044073548,-0.007554688,0.112674184,-0.038116869,0.009163475,-0.109946884,0.040271536,0.382235944,0.146180823,0.019765846,0.412712991,-0.121056683,-0.246942461,0.357583046,0.375235319,-0.334227026,0.339201868,0.132897243
0.368249416,0.046725135,-0.036593448,0.400959343,-0.033252224,0.157779723,0.472370356,-0.051103644,-0.067171626,0.426513612,0.209813789,0.195933774,0.377073437,0.169759899,-0.150518417,0.428448439,0.440670192,0.21984601,0.391966373,0.364520043,-0.121955253,-0.000818512,0.009682818,0.108810619,0.005935834,-0.007069478,-0.105864249,-0.022965321,0.401874781,0.06107356,0.026181705,0.437974542,-0.193836048,-0.377500832,0.460253268,0.148384407,-0.352200627,0.378733814,-0.009918672
-0.426553965,0.051812306,-0.072299473,-0.417130649,-0.070992529,-0.153855041,-0.486973614,-0.103164755,0.18641229,-0.449658543,0.18093361,-0.216498539,-0.418886423,0.136969641,0.175246552,-0.516795874,0.371326059,-0.085500598,-0.475462854,0.342680156,0.091271482,0.003829181,0.011723561,-0.075321078,-0.008840577,-0.013852532,0.077655412,0.054539844,0.366405904,-0.137695536,0.026399329,0.301145673,0.11919535,0.419930369,0.353731483,-0.031219386,0.413645208,0.290618896,0.246813104
0.363473177,0.050061267,-0.044626717,0.414155602,-0.029028319,0.116931893,0.450904369,-0.039791252,-0.060584936,0.445955008,0.218752012,0.144147336,0.37793079,0.21331577,-0.151598245,0.47409001,0.415854692,0.175962031,0.445051342,0.36150679,-0.113084458,0.007414276,0.013429423,0.102615632,-0.000945201,-0.010491437,-0.099430703,-0.050307252,0.364364207,0.052045647,0.020987481,0.37374413,-0.132675529,-0.399227738,0.413732409,0.179820716,-0.38518095,0.346505582,0.006454866
0.360565215,0.056839846,-0.011752262,0.389229238,-0.049270075,0.187433422,0.48240754,-0.060809396,-0.04712471,0.428167999,0.184909716,0.257024229,0.455934703,0.184005201,-0.158396974,0.431450158,0.380949169,0.319308519,0.515168309,0.358307868,-0.156656891,-0.00847974,0.006685898,0.116000324,0.014545811,-0.004296147,-0.112436593,-0.033517562,0.367639631,0.088254109,0.087262437,0.392244369,-0.154642418,-0.373014301,0.388037115,0.205748111,-0.330122232,0.36562559,0.000626409
-0.48157078,0.066238776,-0.007488807,-0.433931887,-0.077147983,-0.106315993,-0.508993447,-0.090739205,0.228866905,-0.440250337,0.161654875,-0.171270743,-0.45022288,0.157067031,0.237719759,-0.479882896,0.339641929,-0.037606824,-0.482285082,0.384109974,0.164262265,0.002869817,0.006735724,-0.075608402,-0.007982579,-0.008585884,0.076851569,0.062758066,0.398383886,-0.122380093,0.003518494,0.342052132,0.074347712,0.410880864,0.30482626,0.01920002,0.405628353,0.325554848,0.213560119
-0.435477346,0.086089075,0.088124327,-0.442353725,-0.053339984,-0.022264669,-0.429780245,-0.092788644,0.310384959,-0.465152353,0.196758792,-0.098268203,-0.345507354,0.145497888,0.337584913,-0.502015114,0.403437793,0.006494437,-0.401168168,0.379620463,0.321107954,-0.020755509,0.017990954,-0.0829354,0.015662346,-0.020947011,0.082135819,0.046442971,0.411940604,-0.134721071,0.010412153,0.354614943,0.09068466,0.417553604,0.431924462,-0.112996556,0.388006032,0.369106591,0.156383485
-0.476821929,0.038789779,0.035853099,-0.407954484,-0.092996605,-0.066597283,-0.424776375,-0.116176121,0.28811574,-0.383225769,0.15978758,-0.140912905,-0.31973654,0.145705163,0.321936488,-0.415935069,0.388181388,-0.02697653,-0.364597291,0.403836966,0.283493727,-0.011447049,0.013604021,-0.081372179,0.007232816,-0.01707647,0.080768369,-0.002294909,0.403282404,-0.145544946,-0.031151606,0.348916858,0.074551053,0.364897817,0.379443705,-0.039376516,0.35599032,0.366090894,0.190700069
0.392062783,0.037656497,-0.019845586,0.409817874,-0.069992684,0.173863947,0.484736115,-0.045785774,-0.062427338,0.4616732,0.173539937,0.228307232,0.436906546,0.20850578,-0.162561551,0.46521914,0.372719407,0.278473616,0.47338739,0.395387173,-0.142217278,-0.009855452,-0.003863581,0.117706351,0.015939737,0.006101683,-0.114074387,-0.031036865,0.349857569,0.11092823,0.082446299,0.391050547,-0.142775819,-0.367126942,0.374043256,0.242278114,-0.326105028,0.366922289,0.002151001
-0.42464745,0.055329811,0.000922911,-0.405919343,-0.081360206,-0.097890921,-0.432882726,-0.11298804,0.240889221,-0.467604756,0.169059366,-0.151919678,-0.380247265,0.168280929,0.255360425,-0.499253541,0.391326845,-0.034129199,-0.452146858,0.406951845,0.208029613,-0.008327624,0.019558702,-0.082214318,0.003429624,-0.023381134,0.082612388,0.023774382,0.382938087,-0.115719356,0.045459457,0.311759263,0.120644219,0.402577668,0.376348644,0.001795768,0.40637818,0.38358736,0.2460448
-0.394850373,0.082385279,-0.067805827,-0.416183919,-0.042454846,-0.170836672,-0.49100399,-0.066669248,0.186414376,-0.451728612,0.209230885,-0.23461476,-0.428466797,0.180171907,0.176686347,-0.514754236,0.387391478,-0.08698193,-0.485597879,0.384824604,0.083003543,0.011555446,0.011862653,-0.081037655,-0.016319972,-0.013500214,0.082806416,0.015685655,0.368339002,-0.14284797,-0.107035741,0.329935223,0.109575689,0.376545966,0.342017114,-0.007279694,0.303266168,0.341659099,0.257480979
-0.447459847,0.061859205,0.013260357,-0.412492573,-0.076933205,-0.088109069,-0.486589432,-0.087331295,0.250699937,-0.414366096,0.167749181,-0.13762933,-0.421351969,0.178148776,0.25774467,-0.43733868,0.346917957,0.00825926,-0.450355351,0.406528682,0.189762503,0.000251593,0.00858065,-0.077680878,-0.004868937,-0.011355313,0.077690624,0.09664984,0.373316824,-0.121316746,0.025138164,0.346553504,0.042210583,0.438465089,0.29150629,-0.007591292,0.427314848,0.321126193,0.176811561
-0.390730083,0.065787263,0.05541167,-0.435644239,-0.055077806,-0.054063428,-0.42214939,-0.061496504,0.286868513,-0.481928527,0.20746842,-0.088114873,-0.338773459,0.176436424,0.331014156,-0.518772185,0.421171814,0.06063728,-0.412295669,0.416123807,0.310049206,-0.025565412,0.009184122,-0.087190159,0.020338181,-0.013133911,0.086018547,-0.057345815,0.362890422,-0.107510187,-0.045210134,0.36274904,0.11621201,0.316039085,0.368416727,-0.027550595,0.345401973,0.356206715,0.214535058
-0.483474612,0.079847828,-0.071420707,-0.44922632,-0.065813586,-0.157472342,-0.505828023,-0.112389281,0.190985188,-0.499138743,0.187554747,-0.224089861,-0.4570086,0.132802069,0.188995957,-0.539160728,0.389582336,-0.094766967,-0.502415359,0.358188808,0.124861889,0.004703282,0.016274204,-0.077320412,-0.009666578,-0.018343313,0.078990571,0.100723945,0.40484947,-0.127825066,0.028748052,0.319355637,0.131809354,0.469323248,0.392168283,0.017459702,0.423250556,0.343692482,0.276102275
0.333021134,0.04944082,-0.03809743,0.393961012,-0.024479236,0.152947694,0.457756758,-0.030306146,-0.061118744,0.403177023,0.234942675,0.204751477,0.361227125,0.207538292,-0.138963118,0.397183299,0.440704972,0.246431381,0.395089418,0.405494243,-0.120467342,-0.001397788,0.005465989,0.113667749,0.006723621,-0.002380717,-0.110093482,0.03295581,0.393158942,0.065549135,0.105695002,0.40492031,-0.171714395,-0.300780863,0.413322777,0.207678571,-0.282494396,0.378745824,0.005190035
-0.389665157,0.060184304,0.026493672,-0.446996123,-0.075902469,-0.079794914,-0.476083905,-0.09371151,0.266795725,-0.499651432,0.161748141,-0.165584683,-0.428366005,0.148264244,0.285398304,-0.559597075,0.359576106,-0.04020641,-0.488702387,0.364752591,0.247911528,-0.00823297,0.01449616,-0.081908226,0.004079895,-0.01671068,0.082582518,0.071526758,0.400396466,-0.111216895,-0.016663091,0.331047952,0.106512539,0.415067345,0.324127048,-0.022157133,0.333243877,0.289215356,0.240072429
-0.440614909,0.041010495,-0.018248526,-0.431435734,-0.072518997,-0.09449099,-0.48567012,-0.08006113,0.223222032,-0.425074309,0.162273005,-0.162597001,-0.405156463,0.175123468,0.224989206,-0.449863166,0.36455366,-0.037559636,-0.441050112,0.417738795,0.180303574,4.14E-05,0.009765746,-0.06971854,-0.005548529,-0.011627183,0.071487248,0.087754235,0.39817971,-0.133223891,0.052607749,0.330761939,0.076955959,0.463240415,0.363008231,-0.029809805,0.445888221,0.383574337,0.16819106
