,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_shoulder_hip_knee_angle,right_shoulder_hip_knee_angle,left_hip_knee_ankle_angle,right_hip_knee_ankle_angle,left_shoulder_elbow_wrist_angle,right_shoulder_elbow_wrist_angle,left_hip_shoulder_elbow_angle,right_hip_shoulder_elbow_angle,left_head_shoulder_hip_angle,right_head_shoulder_hip_angle
0,-0.29531461000442505,0.4675593376159668,-0.0467635840177536,-0.33778464794158936,0.317822128534317,-0.11675788462162018,-0.3802141845226288,0.33279335498809814,0.19131989777088165,-0.35132718086242676,0.5995611548423767,-0.18514199554920197,-0.3399026095867157,0.5056306719779968,0.19816482067108154,-0.44212132692337036,0.8016656637191772,-0.052250877022743225,-0.3734988868236542,0.6931761503219604,0.1019325777888298,0.0007559577934443951,0.012146015651524067,-0.06696251034736633,-0.004683172330260277,-0.010431545786559582,0.06935392320156097,-0.020140796899795532,0.33162814378738403,-0.045666370540857315,-0.09468215703964233,0.36398619413375854,0.11468399316072464,0.00453910231590271,0.688421368598938,0.05645826831459999,-0.04214271903038025,0.6834419369697571,0.2596307098865509,134.7622206368196,145.83008552348204,14.2989696349904,27.987828346979477,49.113367707910676,36.685871189674195,45.03299411414188,61.02051121723786,69.1203139466378,95.61598576756792
1,-0.5864354968070984,0.21396660804748535,-0.09045544266700745,-0.4314977526664734,0.11728934943675995,-0.15912960469722748,-0.4804314076900482,0.0779663547873497,0.18103356659412384,-0.43431544303894043,0.3688732981681824,-0.2076696902513504,-0.3838609755039215,0.2891686260700226,0.18254122138023376,-0.46976861357688904,0.5754193663597107,-0.07610556483268738,-0.3909074068069458,0.5238564014434814,0.1369081735610962,-0.004691786598414183,0.025191590189933777,-0.0742521807551384,0.0021099895238876343,-0.026962433010339737,0.07489904761314392,-0.15728405117988586,0.28499966859817505,-0.04855991154909134,-0.18111270666122437,0.23978696763515472,0.19700509309768677,-0.08819078654050827,0.6322103142738342,0.09498852491378784,-0.08234263211488724,0.5659546852111816,0.4003342390060425,130.23088794370014,137.77082851592363,43.817956339496234,46.929265623534114,43.91115544566676,28.4988913898139,75.5230598774214,101.94483160996046,37.11735006983741,76.9766873152549
2,-0.09728337079286575,-0.6121785044670105,-0.13209982216358185,0.07259389013051987,-0.4049684405326843,-0.22108295559883118,0.05886290222406387,-0.48796287178993225,0.13810676336288452,0.12168246507644653,-0.1935359388589859,-0.2945261001586914,0.1070326715707779,-0.17452694475650787,0.08811261504888535,0.053587011992931366,0.013567532412707806,-0.20159152150154114,-0.0025617526844143867,0.006371369119733572,-0.032340873032808304,0.00488788727670908,0.02260497957468033,-0.07250197231769562,-0.0013035584706813097,-0.026160791516304016,0.0732724666595459,-0.3309144675731659,0.062171854078769684,-0.0756688117980957,-0.3466261327266693,-0.04997290298342705,0.1366199553012848,-0.7036084532737732,0.11788395792245865,-0.011572116985917091,-0.7539231181144714,0.04122519865632057,0.2324836552143097,75.33418632034238,88.03504421610276,10.343027046050368,16.42176654952733,51.75004149530455,42.68177387030482,136.57301979439652,163.9830471838668,60.376078500986644,78.88384137086639
3,0.5943124294281006,-0.11980262398719788,-0.12759941816329956,0.41469863057136536,0.0928172841668129,-0.15873581171035767,0.4765215814113617,-0.03144267946481705,0.21304544806480408,0.24585656821727753,0.09420698881149292,-0.2043628841638565,0.2432897835969925,-0.05583430826663971,0.19517089426517487,0.25392478704452515,-0.11703957617282867,-0.04955853521823883,0.24905991554260254,-0.21927997469902039,0.00465666688978672,0.0026730725076049566,0.024676550179719925,-0.08110653609037399,0.0018116701394319534,-0.02278563380241394,0.08137761801481247,0.2947332561016083,-0.1479591429233551,-0.2013089805841446,0.33806347846984863,-0.21251264214515686,0.14715565741062164,-0.06764267385005951,-0.1385001242160797,-0.07904297858476639,-0.05274493992328644,-0.22697122395038605,0.11410760879516602,140.4588012558143,151.71336859858377,152.52410500321037,148.34433218859832,100.96768642548004,84.1231419396924,152.55030341305294,166.89651698465119,61.31643072805978,86.29062274590095
4,0.6216869950294495,-0.10177768766880035,-0.0926932618021965,0.4571879506111145,0.07396596670150757,-0.1653929352760315,0.5283483266830444,0.019167223945260048,0.1976332664489746,0.2556356191635132,0.13688038289546967,-0.1972043812274933,0.24024279415607452,0.05713789910078049,0.21175208687782288,0.08998316526412964,-0.01058601588010788,-0.03549867868423462,0.10476736724376678,-0.06404497474431992,0.1280072182416916,-0.004336073063313961,0.019786419346928596,-0.07331574708223343,0.008608712814748287,-0.016967715695500374,0.07323677092790604,-0.23589655756950378,-0.31063246726989746,-0.12921388447284698,-0.15030188858509064,-0.31672847270965576,0.08242718875408173,-0.3392224609851837,0.03591106832027435,0.02056657150387764,-0.31322842836380005,-0.007206710986793041,0.21124249696731567,51.68879865432986,59.495683938190915,128.36233349744003,121.29074955521091,71.1187742308104,55.1794033210686,148.97588454234193,160.18456983193533,59.920382941376346,87.3822518627715
5,0.6276362538337708,-0.135147824883461,-0.19405338168144226,0.43201735615730286,0.10683957487344742,-0.11026833206415176,0.503321647644043,-0.0706586167216301,0.1300884187221527,0.4967162013053894,0.2698638439178467,-0.29685309529304504,0.3357846140861511,-0.0635003075003624,0.3018456995487213,0.6327379941940308,0.33202216029167175,-0.3822934031486511,0.3251466751098633,-0.19670814275741577,0.4551510214805603,0.0018910560756921768,0.08019023388624191,-0.020365310832858086,0.006369017995893955,-0.08357666432857513,0.02533004991710186,0.11292070150375366,0.05834544077515602,-0.44463151693344116,0.023537684231996536,-0.40614280104637146,-0.15872159600257874,-0.2525584101676941,0.09469758719205856,-0.3475438356399536,-0.28204458951950073,-0.15624308586120605,-0.032341696321964264,116.19104069539097,85.47057145582497,119.66662061008408,135.0800368182276,37.74755529737904,56.19597299829447,64.26628975597053,122.30430167134386,53.07630817315941,81.34708873510549
6,-0.137200266122818,-0.5049901604652405,-0.1184743121266365,0.06547603756189346,-0.3576342761516571,-0.1890420913696289,0.05112916976213455,-0.45320820808410645,0.1801365613937378,0.010347289964556694,-0.1410827338695526,-0.2390783131122589,0.011737644672393799,-0.17553098499774933,0.1685955822467804,-0.14470665156841278,-0.07955677062273026,-0.08205679804086685,-0.16923931241035461,-0.13263733685016632,0.01722932793200016,-0.0014485237188637257,0.02098792977631092,-0.07534211128950119,0.004141596611589193,-0.02454986423254013,0.0768737941980362,-0.3152780532836914,-0.16509908437728882,-0.1362951397895813,-0.24245019257068634,-0.2895265817642212,0.06324855238199234,-0.544365406036377,0.12244600057601929,0.013006240129470825,-0.5660818219184875,0.028785180300474167,0.19317691028118134,112.3438546330794,128.77622020772966,86.37297260935301,92.1145636940988,74.50527613015147,72.01225804344237,150.60191728249117,168.7451736181566,70.87099938085989,96.34582108078527
7,0.5958433747291565,-0.16997063159942627,-0.04648450016975403,0.42606112360954285,0.05246223881840706,-0.09278523176908493,0.49441245198249817,-0.004058383405208588,0.23865149915218353,0.46365344524383545,0.1937038004398346,-0.34083884954452515,0.29916858673095703,-0.06132539361715317,0.4181729555130005,0.5812127590179443,0.2214960902929306,-0.4288051128387451,0.3161928951740265,-0.20297658443450928,0.568496823310852,0.01121390052139759,0.014893575571477413,-0.06491675227880478,-0.0018982411129400134,-0.019015874713659286,0.0683896467089653,-0.1413954794406891,-0.3745391368865967,-0.11647859215736389,-0.2530832886695862,-0.30616918206214905,0.06743061542510986,-0.4590131640434265,-0.1458091139793396,0.05593128874897957,-0.3325854241847992,0.022244440391659737,0.23260930180549622,64.22558757695971,49.85113537613287,105.93749952235314,121.27532824811635,45.48270592657807,55.596250208824024,76.62008660139354,118.1478561035674,59.11183033238194,90.21763904381818
8,0.6144787073135376,-0.13441218435764313,-0.13867807388305664,0.44830477237701416,0.07012723386287689,-0.16395488381385803,0.5249616503715515,0.03846385329961777,0.16481609642505646,0.44474712014198303,0.1718054711818695,-0.4045206606388092,0.34396353363990784,-0.005710676312446594,0.3384215831756592,0.5514699220657349,0.19554704427719116,-0.5042468309402466,0.3946230113506317,-0.1502169370651245,0.46844303607940674,0.0050689284689724445,0.01641494780778885,-0.060791369527578354,0.00411297706887126,-0.019437870010733604,0.06414831429719925,-0.08651517331600189,-0.3056544065475464,-0.08225380629301071,-0.12250728905200958,-0.342713862657547,0.09460844099521637,-0.324765682220459,0.011953558772802353,0.05535624176263809,-0.3184763193130493,-0.008980387821793556,0.20658716559410095,68.76884322117121,63.975509247278524,126.27843405119171,124.56472883979153,47.67681236519839,67.24525402349728,76.12512703938685,125.7277835631511,60.32555878823807,88.19430217879587
9,0.5810635089874268,-0.09678994864225388,-0.09081563353538513,0.41542959213256836,0.025487840175628662,-0.17279218137264252,0.48433735966682434,-0.000584818422794342,0.21056558191776276,0.2831156253814697,-0.17525053024291992,-0.21497099101543427,0.2603122889995575,-0.13598157465457916,0.2755259871482849,0.1559450924396515,-0.34279632568359375,-0.02598537504673004,0.12878897786140442,-0.3373085856437683,0.2412399798631668,-0.006454958114773035,0.015600054524838924,-0.07951923459768295,0.010625871829688549,-0.013095755130052567,0.07913421094417572,0.029106926172971725,-0.3222082555294037,-0.1279444843530655,0.09600546956062317,-0.3657248318195343,0.11227348446846008,-0.2722974419593811,-0.08126544952392578,0.05631500110030174,-0.23980657756328583,-0.16300304234027863,0.244195818901062,96.26402002957448,103.02821414273662,133.52189184112473,129.44084144909215,52.00688409373614,33.71322740873078,120.70806778614435,138.46423235965605,50.418969563927256,88.23677341655991
